,
LEAPER/CMD,061 
HOPPY/CMD,061 
FROGGER/CMD,061 
MONKEY/CMD,061 
DONKEY/CMD,061 
KILRGRLR/CMD,061 
LIBERATR/CMD,061 
DNKYKONG/CMD,061 
APE/CMD,061 =2  6/28/84  DONKFROG
VOCABPT3,062 
VOCABPT5,062 
SENCOMP3,062 
VOCABPT2,062 
VOCABPT1,062 
VOCABPT6,062 
SENCOMP1,062 
WRDRELA1,062 
WRDRELA2,062 
SENCOMP2,062 
VOCABPT7,062 
VOCABPT4,062 
RDGCOMP1,062 =10  6/28/84  SAT-PREP
MATHPT12,063 
MATHPT11,063 
MATHPT10,063 
MATHPT13,063 
MATHPT05,063 
MATHPT02,063 
MATHPT03,063 
MATHPT04,063 
MATHPT09,063 
MATHPT06,063 
MATHPT07,063 
MATHPT08,063 
MATHPT01,063 =9  1/10/87  S.A.T.-2
SITUATIO,064 
PARMOR,064 
WEAPON,064 
ARRAY,064 
PCHAR,064 
PROG/BAS,064 
AICHAIN/JCL,064 
PWEAPON,064 
ROOMS,064 
ARMOR,064 
SAVEGAME,064 
ULT,064 
LEFT,064 
AICHAIN/BLD,064 
MONSTER,064 
START,064 =29  6/28/84  BALROG  
LEFT,065 
SITUATIO,065 
ARMOR,065 
FORK,065 
AICHAIN/JCL,065 
WEAPON,065 
CONFIGUR,065 
PROG/BAS,065 
PCHAR,065 
PARMOR,065 
SAVEGAME,065 
START,065 
PWEAPON,065 
ROOMS,065 
ARRAY,065 
MONSTER,065 =69  6/28/84  MORTONS 
RM/CMD,066 
EFC6/CMD,066 
EFC8/CMD,066 
EFCE/CMD,066 
CM/CMD,066 
EFCA/CMD,066 
EFCC/CMD,066 
EFCB/CMD,066 
EFC9/CMD,066 
EFC4/CMD,066 
EFCD/CMD,066 
EFCM/CMD,066 
EFC7/CMD,066 
EFC3/CMD,066 
EFC1/CMD,066 
EFC2/CMD,066 
EFC5/CMD,066 =10  6/28/84  NEWDOS80
MOVEDATA/BAS,067 
COMUNCOM/DEM,067 
MOVEX/DEM,067 
OVERLAYT/DEM,067 
MASTER/BOV,067 
HZIO/DEM,067 
KWKARRAY/DEM,067 
OVERLAY2/BOV,067 
KILLFILE/BAS,067 
ELEMDUP/DEM,067 
VIDEOGEN/BAS,067 
BASECONV/BAS,067 
OVERLAY2/TOV,067 
SROUTINE/LIB,067 
PRINTING/TPE,067 
FREEFORM/DEM,067 
SORT3/DEM,067 
OVERLAYB/DEM,067 
OVERLAY1/BOV,067 
SCROLLUP/DEM,067 
LINEMOD/BAS,067 
USRFILE/RND,067 
SEARCH2/BAS,067 
JOURNEY/DEM,067 
SEARCH1/DEM,067 
VARPASS/DEM,067 
VDRIVE/BAS,067 
MERGEPRO/BAS,067 
SETUPDEM/BAS,067 
VSHEETS/BAS,067 
SETUPLIB/BAS,067 
VDRIVE2/BAS,067 
FLASH/DEM,067 
VARPASS/RCV,067 
CHANGE/BAS,067 
SORT2/DEM,067 
DATECOMP/BAS,067 
BITSRCH/DEM,067 
X,067 
DOSCHECK/BAS,067 
OVERLAY1/TOV,067 
SUMDBL/DEM,067 
SORTN,067 
VHANDLER/DEM,067 
VETOM/DEM,067 
SAVEDATA/SEQ,067 
IDARRAY/DEM,067 
SUMSNG/DEM,067 
USRDATA1/LIB,067 
USRDATA2/LIB,067 
FUNCTION/LIB,067 
UPDOWN/DEM,067 
BITMAPFN/DEM,067 
DOCLIST/BAS,067 
ANALYZE/BAS,067 =23  6/28/84  BFBLIB  
MAY,068 
FEB,068 
SEP,068 
INIT,068 
MAR,068 
SOFTWARE/BAS,068 
JUL,068 
EDIT,068 
NOV,068 
JAN,068 
PGMLBLS,068 
AUG,068 
MONEY,068 
MENU,068 
CAT,068 
JUN,068 
RUN/JCL,068 
PREV,068 
DEC,068 
TRANS,068 
REPORT,068 
OCT,068 
APR,068 =42  6/28/84  MONMNGR 
TASMON/CMD,069 
GALINV/CMD,069 
SWARM/CMD,069 
STARFORT/CMD,069 
GALINVPL/CMD,069 
DDSD3/CMD,069 
BATTLE/CMD,069 
MAC11/CMD,069 
COPSYS/CMD,069 
SPC/CMD,069 
SWAR/CMD,069 
BABLE/CMD,069 
SPC/TXT,069 =0  6/28/84  COMMAND 
FIRST,070 
THIRDPT2,070 
THIRDPT1,070 
KINDER,070 
MULTPLCN,070 
DIVISION,070 
ADDITION,070 
SUBTRACT,070 
SECNDPT2,070 
SECNDPT1,070 =2  6/28/84  NEWDOS80
STARTREK/N3,071 
ONELINER/N2,071 
STARTREK/N2,071 
STARTREK/N4,071 
BOMBER/N1,071 
STARWARS/N4,071 
BINGO/N1,071 
KALSCOPE/N1,071 
STARTREK/N5,071 
STARWARS/N6,071 
BINGO/N2,071 
BOMBER/N2,071 
STARWARS/N2,071 
STARTREK/N6,071 
ONELINER/N1,071 
STARWARS/N1,071 
STARTREK/N1,071 
KALSCOPE/N2,071 
STARWARS/N3,071 
STARWARS/N5,071 =8  6/28/84  BASIC   
PRIMEGEN,072 
RACES,072 
AMOEBA/CMD,072 
ANIMAL,072 
CARNEWS2,072 
CHECMATE,072 
COMPINT,072 
DAYFIND,072 
FLYINGS/CMD,072 
GETTYSBU,072 
LETTER6,072 
MENU,072 
NUCSI,072 
PICTURES/CMD,072 
PICTURES/DAT,072 
PICTURES/ZBS,072 
POPCORN,072 
PRIMEFAC,072 
TYPINGII,072 
TYPINGT,072 
REVERSE,072 
ROCKDEM/CMD,072 
ROOTS,072 
SALVOBTL,072 
SNOOP83,072 
SOC/CMD,072 
TIME,072 
UNSCRAMB,072 
ALARM,072 =0  3/13/87  NEWDOS80
INCOME,073 
TXREPORT,073 
CTRL,073 
GL,073 
GLBALSHT,073 
GLINIT,073 
GLJOUR,073 
GLMAINT,073 
GLTXPOST,073 
VARKEEP/BAS,073 
CATMAINT,073 =0  3/13/87  GENLEDGR
NAMES,074 
OBSTACLE,074 
ARITH,074 
ARTIST,074 
BASECONV,074 
COPPER,074 
DRAGON/ONE,074 
DROIDS,074 
FOOL,074 
GENERATE,074 
GOLD,074 
GRAPHS,074 
HAWK,074 
IRON,074 
ITEMS,074 
JUMBLE2,074 
KILLER,074 
KINGDRAG,074 
LEAD,074 
TALK,074 
TIMEBOMB,074 
OUT1,074 
OUT2,074 
ROOMS,074 
RSDEMO,074 
SLAYER,074 
STAR,074 
STEEL,074 
WARRIOR,074 
TYPE,074 
TIMEWARP,074 
ALIENAME,074 =0  3/13/87  NEWDOS80
RNDSAMPL,075 
STATPICK/NWD,075 
COPYSTAT/JCL,075 
CORREGSN,075 
DDFILES,075 
DISCANAL,075 
FREQDIST,075 
HISTOGRM,075 
MLREGSN,075 
TIMEANL2,075 
TTEST,075 
STATPICK/TRS,075 
TIMEANL1,075 
VARIANCE,075 
CHISQUAR,075 =62  3/13/87  STATISTC
PTREPORT,076 
PSMAINT,076 
CONTROL/PTF,076 
SUMMREC/PTF,076 
PCTRL,076 
DIRECTRY/CSF,076 
MERGE,076 
PSREPORT,076 
PTMAINT,076 =33  3/13/87  NEWDOS80
DELETER/BAS,077 
RESTART/BAS,077 
REPRUN/BAS,077 
NEWS/CSF,077 
CSCREENR/BAS,077 
DBPOINTS/CSF,077 
CDATADIC/BAS,077 
STOCKPAK,077 
REPORTS/LIB,077 
CREPORT/BAS,077 
DICTNARY/LIB,077 
CSCREENM/BAS,077 
CDIR/BAS,077 
CRITERIA/LIB,077 
DATABASE/CSF,077 =7  3/13/87  NOTNAMED
ROOTQUAD,078 
MATINVR,078 
DISCOMPR,078 
RPAYLOAN,078 
RBALOAN,078 
ANNINTLN,078 
MENU,078 
FUTDPSTS,078 
LPAYLOAN,078 
MORTAMOR,078 
GCD,078 
FUTINVST,078 
OPER2VEC,078 
RADTODEG,078 
LINEINTR,078 
TRAPRULE,078 
INITINV,078 
EFFINT,078 
DEPRATE,078 
SALVALU,078 
PRIMFACT,078 
PARTTRI,078 
DEGTORAD,078 
COORCONV,078 
PLOTFUNC,078 
CURVINTR,078 
REGDEPST,078 
REGWITH,078 
ERNDINT,078 
ANA2VECT,078 
COORPLOT,078 
TERMLOAN,078 
AREAPOLY,078 
SIMPRULE,078 
GAUSQUAD,078 
MININV,078 
INTINV,078 
DEPRAMT,078 
PRINLOAN,078 
PLOTPOLR,078 
FEDTAXES,078 
CKWRITER,078 
PERMCOMB,078 
UTSTMAN,078 
GEOMEAN,078 
POISDIST,078 
CHISQRDS,078 
FDIST,078 
STNDDEV,078 
BINDIST,078 
STDTDIST,078 
STTDISTS,078 
LINECORR,078 
NORDREGR,078 
EXPREGR,078 
SYSREL,078 
LINEREGR,078 
MULTLINR,078 
AVERGROW,078 
EXPREG,078 
ALPHABTZ,078 
GEOREGR,078 
RECIPCST,078 
MAPCHECK,078 
TRIGPOLY,078 
NORMDIST,078 
CHISQRTS,078 
DAYWEEK,078 
DAYSDATE,078 
ANGTOMET,078 
TAXDEPR,078 
HALFINTR,078 =25  3/13/87  NEWDOS80
PRINTER/BAS,079 
BUTTRFLY/TXT,079 
TEDDY/BAS,079 
DATAIT,079 
RADAR/BAS,079 
ANCHOR/TXT,079 
ANCHOR/BAS,079 
MOUSE/TXT,079 
STOP/TXT,079 
GRANDPA/TXT,079 
TEDDY/TXT,079 
PLANE/BAS,079 
RADAR/TXT,079 
STOP/BAS,079 
MOUSE/BAS,079 
VCR/BAS,079 
STAR/BAS,079 
DESIGN/TXT,079 
VCR/TXT,079 
STAR/TXT,079 
ADDRESS/TXT,079 
BUTTRFLY/BAS,079 
PRINTER/TXT,079 
DESIGN/BAS,079 
PLANE/TXT,079 =3  3/13/87  HI-RESLN
DUCK/BAS,080 
DATAIT/CHN,080 
TV2/TXT,080 
TWEETY/BAS,080 
RADIO/TXT,080 
SPEED55/BAS,080 
TV/BAS,080 
ANDYCAPP/BAS,080 
TV/TXT,080 
LUCY/TXT,080 
RADIO/BAS,080 
SPEED55/TXT,080 
LUCY/BAS,080 
ANDYCAPP/TXT,080 
DATAIT,080 =16  3/13/87  NEWDOS80
ŒŒŒŒŒŒ,ŒŒŒŒ
